Entry,Ligand_name,Ligand_No,Ligand_smiles,Substrate_name,Substrate_No,Substrate_smiles,Yield
232,tricyclohexylphosphine ,L24,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,"4,4'-dimethoxybenzophenone",1c,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2
233,tricyclohexylphosphine ,L24,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,"4,4'-difluorobenzophenone",1d,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,21
234,tricyclohexylphosphine ,L24,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,acetophenone,1e,CC(C1=CC=CC=C1)=O,11
235,tricyclohexylphosphine ,L24,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,"2,2,2-trifluoroacetophenone",1f,O=C(C1=CC=CC=C1)C(F)(F)F,77
236,tricyclohexylphosphine ,L24,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,cyclohexyl_phenyl_ketone,1g,O=C(C1CCCCC1)C2=CC=CC=C2,3
237,tricyclohexylphosphine ,L24,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,alpha-tetralone,1h,O=C1CCCC2=CC=CC=C21,2
238,tricyclohexylphosphine ,L24,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,beta-tetralone,1i,O=C1CCC2=CC=CC=C2C1,53
239,tricyclohexylphosphine ,L24,P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,dicyclohexyl_ketone,1j,O=C(C1CCCCC1)C2CCCCC2,0
240,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,benzophenone,1a,O=C(C1=CC=CC=C1)C2=CC=CC=C2,8
241,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,"4,4'-dimethylbenzophenone",1b,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,9
242,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,"4,4'-dimethoxybenzophenone",1c,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,1
243,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,"4,4'-difluorobenzophenone",1d,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,12
244,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,acetophenone,1e,CC(C1=CC=CC=C1)=O,69
245,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,"2,2,2-trifluoroacetophenone",1f,O=C(C1=CC=CC=C1)C(F)(F)F,35
246,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,cyclohexyl_phenyl_ketone,1g,O=C(C1CCCCC1)C2=CC=CC=C2,1
247,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,alpha-tetralone,1h,O=C1CCCC2=CC=CC=C21,2
248,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,beta-tetralone,1i,O=C1CCC2=CC=CC=C2C1,12
249,methyldiphenylphosphine,L25,CP(C1=CC=CC=C1)C2=CC=CC=C2,dicyclohexyl_ketone,1j,O=C(C1CCCCC1)C2CCCCC2,1
250,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,benzophenone,1a,O=C(C1=CC=CC=C1)C2=CC=CC=C2,2
251,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,"4,4'-dimethylbenzophenone",1b,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,1
252,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,"4,4'-dimethoxybenzophenone",1c,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2
253,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,"4,4'-difluorobenzophenone",1d,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,2
254,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,acetophenone,1e,CC(C1=CC=CC=C1)=O,1
255,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,"2,2,2-trifluoroacetophenone",1f,O=C(C1=CC=CC=C1)C(F)(F)F,17
256,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,cyclohexyl_phenyl_ketone,1g,O=C(C1CCCCC1)C2=CC=CC=C2,1
257,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,alpha-tetralone,1h,O=C1CCCC2=CC=CC=C21,1
258,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,beta-tetralone,1i,O=C1CCC2=CC=CC=C2C1,4
259,johnphos,L26,CC(P(C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2)(C)C,dicyclohexyl_ketone,1j,O=C(C1CCCCC1)C2CCCCC2,0
260,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,benzophenone,1a,O=C(C1=CC=CC=C1)C2=CC=CC=C2,5
261,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,"4,4'-dimethylbenzophenone",1b,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,3
262,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,"4,4'-dimethoxybenzophenone",1c,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2
263,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,"4,4'-difluorobenzophenone",1d,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,6
264,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,acetophenone,1e,CC(C1=CC=CC=C1)=O,2
265,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,"2,2,2-trifluoroacetophenone",1f,O=C(C1=CC=CC=C1)C(F)(F)F,64
266,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,cyclohexyl_phenyl_ketone,1g,O=C(C1CCCCC1)C2=CC=CC=C2,3
267,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,alpha-tetralone,1h,O=C1CCCC2=CC=CC=C21,1
268,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,beta-tetralone,1i,O=C1CCC2=CC=CC=C2C1,14
269,ruphos,L27,CC(C)OC1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(OC(C)C)=CC=C1,dicyclohexyl_ketone,1j,O=C(C1CCCCC1)C2CCCCC2,0
270,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,benzophenone,1a,O=C(C1=CC=CC=C1)C2=CC=CC=C2,6
271,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,"4,4'-dimethylbenzophenone",1b,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,4
272,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,"4,4'-dimethoxybenzophenone",1c,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2
273,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,"4,4'-difluorobenzophenone",1d,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,7
274,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,acetophenone,1e,CC(C1=CC=CC=C1)=O,4
275,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,"2,2,2-trifluoroacetophenone",1f,O=C(C1=CC=CC=C1)C(F)(F)F,62
276,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,cyclohexyl_phenyl_ketone,1g,O=C(C1CCCCC1)C2=CC=CC=C2,2
277,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,alpha-tetralone,1h,O=C1CCCC2=CC=CC=C21,2
278,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,beta-tetralone,1i,O=C1CCC2=CC=CC=C2C1,6
279,cyjohnphos,L28,C1(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)=CC=CC=C1,dicyclohexyl_ketone,1j,O=C(C1CCCCC1)C2CCCCC2,0
280,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,benzophenone,1a,O=C(C1=CC=CC=C1)C2=CC=CC=C2,2
281,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,"4,4'-dimethylbenzophenone",1b,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,1
282,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,"4,4'-dimethoxybenzophenone",1c,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,2
283,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,"4,4'-difluorobenzophenone",1d,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,3
284,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,acetophenone,1e,CC(C1=CC=CC=C1)=O,2
285,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,"2,2,2-trifluoroacetophenone",1f,O=C(C1=CC=CC=C1)C(F)(F)F,62
286,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,cyclohexyl_phenyl_ketone,1g,O=C(C1CCCCC1)C2=CC=CC=C2,1
287,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,alpha-tetralone,1h,O=C1CCCC2=CC=CC=C21,1
288,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,beta-tetralone,1i,O=C1CCC2=CC=CC=C2C1,5
289,xphos,L29,CC(C1=CC(C(C)C)=CC(C(C)C)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C,dicyclohexyl_ketone,1j,O=C(C1CCCCC1)C2CCCCC2,0
290,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,benzophenone,1a,O=C(C1=CC=CC=C1)C2=CC=CC=C2,5
291,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,"4,4'-dimethylbenzophenone",1b,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,2
292,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,"4,4'-dimethoxybenzophenone",1c,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,3
293,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,"4,4'-difluorobenzophenone",1d,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,10
294,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,acetophenone,1e,CC(C1=CC=CC=C1)=O,4
295,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,"2,2,2-trifluoroacetophenone",1f,O=C(C1=CC=CC=C1)C(F)(F)F,86
296,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,cyclohexyl_phenyl_ketone,1g,O=C(C1CCCCC1)C2=CC=CC=C2,1
297,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,alpha-tetralone,1h,O=C1CCCC2=CC=CC=C21,2
298,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,beta-tetralone,1i,O=C1CCC2=CC=CC=C2C1,9
299,sphos,L30,COC1=CC=CC(OC)=C1C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4,dicyclohexyl_ketone,1j,O=C(C1CCCCC1)C2CCCCC2,0
